user_id,division,date,sessions,tokens_used,tasks_completed
user_1,Finance,2025-02-19,6,481,3
user_1,Finance,2025-02-20,2,2285,2
user_1,Finance,2025-02-21,1,1661,0
user_1,Finance,2025-02-24,3,1086,1
user_1,Finance,2025-02-25,2,1534,0
user_1,Finance,2025-02-26,5,1991,4
user_1,Finance,2025-03-02,4,773,4
user_1,Finance,2025-03-03,3,1892,0
user_1,Finance,2025-03-07,3,839,1
user_1,Finance,2025-03-09,1,2415,1
user_1,Finance,2025-03-12,6,702,6
user_1,Finance,2025-03-21,2,1200,0
user_1,Finance,2025-03-23,4,1621,2
user_1,Finance,2025-03-29,1,2523,1
user_2,Finance,2025-01-23,1,1683,1
user_2,Finance,2025-01-30,2,1030,2
user_2,Finance,2025-01-31,1,782,1
user_2,Finance,2025-02-03,3,1404,1
user_2,Finance,2025-02-05,4,1226,3
user_2,Finance,2025-02-10,4,885,3
user_2,Finance,2025-02-17,2,1113,1
user_2,Finance,2025-02-22,4,1324,4
user_2,Finance,2025-03-11,4,1695,2
user_3,Operations,2025-01-01,4,1296,2
user_3,Operations,2025-01-10,3,1543,2
user_3,Operations,2025-01-12,3,1422,3
user_3,Operations,2025-01-26,5,760,5
user_3,Operations,2025-02-01,2,2071,1
user_3,Operations,2025-02-02,4,2143,4
user_3,Operations,2025-02-03,5,1277,4
user_3,Operations,2025-02-05,4,1590,3
user_3,Operations,2025-02-06,7,2821,5
user_3,Operations,2025-02-13,3,2769,2
user_3,Operations,2025-02-14,3,1761,3
user_3,Operations,2025-02-22,2,1496,2
user_3,Operations,2025-02-27,2,840,0
user_3,Operations,2025-02-28,2,1500,1
user_3,Operations,2025-03-01,4,1579,4
user_3,Operations,2025-03-02,3,1372,2
user_3,Operations,2025-03-06,4,2251,3
user_3,Operations,2025-03-09,2,1455,2
user_3,Operations,2025-03-10,2,1514,2
user_3,Operations,2025-03-12,3,1906,1
user_3,Operations,2025-03-16,3,1029,3
user_3,Operations,2025-03-17,1,1663,1
user_3,Operations,2025-03-21,3,874,2
user_3,Operations,2025-03-28,5,2577,4
user_3,Operations,2025-03-29,4,1836,3
user_3,Operations,2025-03-30,2,685,1
user_4,Engineering,2025-01-02,4,1991,4
user_4,Engineering,2025-01-03,2,782,2
user_4,Engineering,2025-01-04,3,1790,2
user_4,Engineering,2025-01-09,1,1803,1
user_4,Engineering,2025-01-14,1,740,0
user_4,Engineering,2025-01-18,4,618,4
user_4,Engineering,2025-01-20,3,2072,2
user_4,Engineering,2025-01-27,2,1909,2
user_4,Engineering,2025-01-29,7,1566,4
user_4,Engineering,2025-01-30,3,1611,3
user_4,Engineering,2025-02-01,3,1260,3
user_4,Engineering,2025-02-05,1,1541,0
user_4,Engineering,2025-02-19,1,2032,1
user_4,Engineering,2025-02-20,2,1482,2
user_4,Engineering,2025-02-22,3,1617,2
user_4,Engineering,2025-02-27,5,715,4
user_4,Engineering,2025-02-28,3,1536,3
user_4,Engineering,2025-03-05,4,1223,4
user_4,Engineering,2025-03-09,3,1816,1
user_4,Engineering,2025-03-15,3,1483,3
user_4,Engineering,2025-03-16,2,2397,1
user_4,Engineering,2025-03-24,9,2191,8
user_4,Engineering,2025-03-27,2,1824,2
user_4,Engineering,2025-03-29,4,1908,1
user_4,Engineering,2025-03-31,4,755,2
user_5,HR,2025-01-02,3,2036,3
user_5,HR,2025-01-06,5,986,3
user_5,HR,2025-01-07,1,1434,0
user_5,HR,2025-01-10,4,482,2
user_5,HR,2025-01-12,1,2060,1
user_5,HR,2025-01-14,4,2155,3
user_5,HR,2025-01-15,4,874,2
user_5,HR,2025-01-18,7,2221,7
user_5,HR,2025-01-23,1,1161,1
user_5,HR,2025-01-25,3,2400,3
user_5,HR,2025-01-27,1,1273,1
user_5,HR,2025-01-28,4,288,3
user_5,HR,2025-01-29,3,2701,2
user_5,HR,2025-01-31,3,1488,2
user_5,HR,2025-02-01,1,999,1
user_5,HR,2025-02-04,2,1359,1
user_5,HR,2025-02-06,2,2405,1
user_5,HR,2025-02-09,2,1678,1
user_5,HR,2025-02-16,1,1174,0
user_5,HR,2025-02-17,3,1258,1
user_5,HR,2025-02-22,4,1248,4
user_5,HR,2025-02-23,5,1605,4
user_5,HR,2025-02-26,5,683,3
user_5,HR,2025-02-28,4,1213,2
user_5,HR,2025-03-02,3,1487,3
user_5,HR,2025-03-08,3,2086,2
user_5,HR,2025-03-09,2,1476,2
user_5,HR,2025-03-10,2,1738,2
user_5,HR,2025-03-13,3,1923,2
user_5,HR,2025-03-18,1,2111,1
user_5,HR,2025-03-19,3,1434,1
user_5,HR,2025-03-20,2,982,2
user_5,HR,2025-03-23,5,2544,5
user_5,HR,2025-03-24,3,1430,2
user_5,HR,2025-03-26,4,1935,1
user_6,HR,2025-01-01,4,1724,2
user_6,HR,2025-01-03,6,1377,5
user_6,HR,2025-01-10,2,1982,2
user_6,HR,2025-01-16,2,1584,1
user_6,HR,2025-01-23,2,1149,2
user_6,HR,2025-01-31,2,1879,2
user_6,HR,2025-02-02,3,1640,2
user_6,HR,2025-02-03,2,1589,2
user_6,HR,2025-02-06,2,2196,2
user_6,HR,2025-02-08,3,703,1
user_6,HR,2025-02-12,6,1720,5
user_6,HR,2025-02-18,4,1163,3
user_6,HR,2025-02-21,4,1639,4
user_6,HR,2025-02-25,3,1098,2
user_6,HR,2025-03-01,1,2319,0
user_6,HR,2025-03-03,1,1209,1
user_6,HR,2025-03-05,2,992,1
user_6,HR,2025-03-06,5,2113,1
user_6,HR,2025-03-11,3,895,2
user_6,HR,2025-03-12,2,2291,2
user_6,HR,2025-03-16,2,1346,0
user_6,HR,2025-03-22,2,1751,1
user_6,HR,2025-03-23,2,1791,2
user_6,HR,2025-03-24,4,2577,3
user_6,HR,2025-03-29,2,934,1
user_7,HR,2025-01-01,2,981,0
user_7,HR,2025-01-04,6,2156,4
user_7,HR,2025-01-06,2,1528,0
user_7,HR,2025-01-11,3,1764,2
user_7,HR,2025-01-12,1,1393,1
user_7,HR,2025-01-14,4,2245,4
user_7,HR,2025-01-16,2,1580,1
user_7,HR,2025-01-22,3,1501,2
user_7,HR,2025-01-27,3,1931,3
user_7,HR,2025-01-29,1,1101,1
user_7,HR,2025-02-03,4,903,3
user_7,HR,2025-02-16,2,1479,1
user_7,HR,2025-02-23,2,1544,1
user_7,HR,2025-02-24,1,2361,0
user_7,HR,2025-02-25,1,1098,1
user_7,HR,2025-03-01,2,2149,1
user_7,HR,2025-03-03,1,1998,1
user_7,HR,2025-03-05,1,1121,1
user_7,HR,2025-03-09,5,2264,3
user_7,HR,2025-03-11,3,1753,2
user_7,HR,2025-03-16,1,1605,1
user_7,HR,2025-03-22,6,1417,5
user_7,HR,2025-03-26,2,1906,2
user_8,Operations,2025-01-04,2,619,2
user_8,Operations,2025-01-07,3,2334,2
user_8,Operations,2025-01-08,4,1697,2
user_8,Operations,2025-01-09,4,1056,3
user_8,Operations,2025-01-20,4,1281,3
user_8,Operations,2025-01-23,4,2012,3
user_8,Operations,2025-01-26,1,1796,1
user_8,Operations,2025-02-01,3,1740,2
user_8,Operations,2025-02-08,3,817,2
user_8,Operations,2025-02-10,2,1236,1
user_8,Operations,2025-02-13,4,1885,2
user_8,Operations,2025-02-16,1,1486,1
user_8,Operations,2025-02-19,2,2386,1
user_8,Operations,2025-02-22,1,1011,1
user_8,Operations,2025-02-24,3,1053,2
user_8,Operations,2025-02-25,2,1550,2
user_8,Operations,2025-02-28,5,934,4
user_8,Operations,2025-03-01,4,1646,3
user_8,Operations,2025-03-05,2,821,2
user_8,Operations,2025-03-09,3,1689,3
user_8,Operations,2025-03-12,5,2405,3
user_8,Operations,2025-03-14,4,1185,3
user_8,Operations,2025-03-15,3,1801,3
user_8,Operations,2025-03-19,4,1469,2
user_8,Operations,2025-03-22,6,1132,4
user_8,Operations,2025-03-23,5,1533,5
user_8,Operations,2025-03-29,3,1926,3
user_9,Finance,2025-01-09,3,1516,2
user_9,Finance,2025-01-12,3,1366,1
user_9,Finance,2025-01-15,4,2148,3
user_9,Finance,2025-01-16,3,1488,3
user_9,Finance,2025-01-17,3,2108,2
user_9,Finance,2025-01-22,4,2260,4
user_9,Finance,2025-01-24,4,531,4
user_9,Finance,2025-01-25,5,1562,3
user_9,Finance,2025-01-27,4,647,2
user_9,Finance,2025-01-31,2,361,1
user_9,Finance,2025-02-02,6,1944,5
user_9,Finance,2025-02-04,3,1236,3
user_9,Finance,2025-02-05,3,973,2
user_9,Finance,2025-02-06,6,966,6
user_9,Finance,2025-02-07,2,1535,2
user_9,Finance,2025-02-10,1,2080,0
user_9,Finance,2025-02-17,5,2306,3
user_9,Finance,2025-02-19,2,2157,2
user_9,Finance,2025-02-27,2,1194,2
user_9,Finance,2025-02-28,4,1481,3
user_9,Finance,2025-03-01,2,1345,1
user_9,Finance,2025-03-04,3,1123,2
user_9,Finance,2025-03-05,4,1300,3
user_9,Finance,2025-03-11,4,1173,3
user_9,Finance,2025-03-12,2,2306,2
user_9,Finance,2025-03-16,3,1948,3
user_9,Finance,2025-03-17,5,1603,2
user_9,Finance,2025-03-19,2,1879,1
user_9,Finance,2025-03-20,1,651,1
user_9,Finance,2025-03-22,1,1177,1
user_9,Finance,2025-03-23,5,903,4
user_9,Finance,2025-03-31,3,1959,2
user_10,Operations,2025-01-05,4,658,2
user_10,Operations,2025-01-14,4,1097,4
user_10,Operations,2025-01-17,3,1453,1
user_10,Operations,2025-02-05,2,1614,0
user_10,Operations,2025-02-21,3,1632,1
user_10,Operations,2025-03-28,4,2384,1
user_10,Operations,2025-03-29,5,1014,3
user_11,Operations,2025-01-01,4,1756,2
user_11,Operations,2025-01-25,1,696,1
user_11,Operations,2025-03-01,3,1118,2
user_11,Operations,2025-03-02,3,1912,3
user_11,Operations,2025-03-20,2,1066,1
user_11,Operations,2025-03-29,4,779,3
user_11,Operations,2025-03-31,5,1395,3
user_12,Marketing,2025-01-02,2,1065,1
user_12,Marketing,2025-01-03,3,2062,3
user_12,Marketing,2025-01-04,1,1520,1
user_12,Marketing,2025-01-06,2,998,2
user_12,Marketing,2025-01-07,3,2706,3
user_12,Marketing,2025-01-12,5,1892,5
user_12,Marketing,2025-01-15,2,1990,1
user_12,Marketing,2025-01-16,2,1128,2
user_12,Marketing,2025-01-20,5,1302,4
user_12,Marketing,2025-01-21,4,1410,1
user_12,Marketing,2025-01-27,2,1312,1
user_12,Marketing,2025-01-30,4,1341,3
user_12,Marketing,2025-01-31,3,1665,3
user_12,Marketing,2025-02-01,1,1809,1
user_12,Marketing,2025-02-03,3,2511,3
user_12,Marketing,2025-02-04,4,1503,4
user_12,Marketing,2025-02-05,2,1285,0
user_12,Marketing,2025-02-06,6,1794,4
user_12,Marketing,2025-02-08,3,1712,2
user_12,Marketing,2025-02-09,3,1509,2
user_12,Marketing,2025-02-11,4,874,3
user_12,Marketing,2025-02-14,2,1802,2
user_12,Marketing,2025-02-16,2,827,1
user_12,Marketing,2025-02-20,3,698,2
user_12,Marketing,2025-02-22,3,736,3
user_12,Marketing,2025-02-23,3,1516,1
user_12,Marketing,2025-03-01,5,1436,4
user_12,Marketing,2025-03-02,2,2255,2
user_12,Marketing,2025-03-04,1,197,0
user_12,Marketing,2025-03-06,4,1599,2
user_12,Marketing,2025-03-08,2,1673,2
user_12,Marketing,2025-03-09,2,1256,0
user_12,Marketing,2025-03-10,2,1839,1
user_12,Marketing,2025-03-12,2,925,1
user_12,Marketing,2025-03-14,6,2369,6
user_12,Marketing,2025-03-17,4,1989,3
user_12,Marketing,2025-03-19,3,2497,2
user_12,Marketing,2025-03-29,3,3054,3
user_13,Finance,2025-01-03,4,741,2
user_13,Finance,2025-01-07,4,1321,2
user_13,Finance,2025-01-10,3,1846,2
user_13,Finance,2025-01-12,5,1303,3
user_13,Finance,2025-01-13,3,2124,3
user_13,Finance,2025-01-16,3,742,2
user_13,Finance,2025-01-18,5,1320,3
user_13,Finance,2025-01-19,2,836,2
user_13,Finance,2025-01-21,2,2256,1
user_13,Finance,2025-01-25,2,1193,2
user_13,Finance,2025-01-26,4,1226,3
user_13,Finance,2025-01-29,1,1364,0
user_13,Finance,2025-01-30,4,1827,2
user_13,Finance,2025-02-01,3,731,1
user_13,Finance,2025-02-02,4,1521,3
user_13,Finance,2025-02-07,3,1372,3
user_13,Finance,2025-02-09,4,2338,4
user_13,Finance,2025-02-13,2,1253,2
user_13,Finance,2025-02-16,2,1041,2
user_13,Finance,2025-02-21,7,1084,5
user_13,Finance,2025-02-25,4,1107,2
user_13,Finance,2025-03-02,3,809,2
user_13,Finance,2025-03-04,3,1154,2
user_13,Finance,2025-03-06,4,1502,4
user_13,Finance,2025-03-07,1,1771,0
user_13,Finance,2025-03-10,2,980,2
user_13,Finance,2025-03-17,4,1853,2
user_13,Finance,2025-03-18,3,1504,3
user_13,Finance,2025-03-26,2,981,2
user_13,Finance,2025-03-27,1,1871,0
user_13,Finance,2025-03-30,1,1359,1
user_13,Finance,2025-03-31,2,1712,1
user_14,Marketing,2025-01-26,2,2810,1
user_14,Marketing,2025-01-29,6,944,5
user_14,Marketing,2025-02-05,4,1924,1
user_14,Marketing,2025-02-06,2,376,2
user_14,Marketing,2025-02-15,3,2144,3
user_14,Marketing,2025-02-19,4,1984,2
user_14,Marketing,2025-03-24,5,1963,4
user_15,Sales,2025-01-08,2,883,1
user_15,Sales,2025-01-11,5,1667,4
user_15,Sales,2025-01-13,1,1658,0
user_15,Sales,2025-01-20,2,1480,1
user_15,Sales,2025-01-25,4,1432,2
user_15,Sales,2025-02-19,4,2481,2
user_15,Sales,2025-03-03,7,1501,5
user_15,Sales,2025-03-12,1,1096,1
user_15,Sales,2025-03-24,6,1425,5
user_15,Sales,2025-03-25,5,1166,4
user_16,Finance,2025-01-01,2,1268,2
user_16,Finance,2025-01-02,3,1797,3
user_16,Finance,2025-01-03,2,1221,2
user_16,Finance,2025-01-05,3,1591,3
user_16,Finance,2025-01-07,2,2846,2
user_16,Finance,2025-01-08,2,907,1
user_16,Finance,2025-01-13,6,339,4
user_16,Finance,2025-01-18,3,2281,3
user_16,Finance,2025-01-19,3,1363,2
user_16,Finance,2025-01-22,4,854,3
user_16,Finance,2025-01-23,3,1645,1
user_16,Finance,2025-01-26,3,1558,1
user_16,Finance,2025-01-28,3,1077,1
user_16,Finance,2025-01-29,2,1648,1
user_16,Finance,2025-01-31,3,1687,2
user_16,Finance,2025-02-02,2,1646,2
user_16,Finance,2025-02-05,3,1406,0
user_16,Finance,2025-02-07,3,1200,2
user_16,Finance,2025-02-12,1,944,1
user_16,Finance,2025-02-15,1,723,1
user_16,Finance,2025-02-17,3,1349,2
user_16,Finance,2025-02-19,2,1134,1
user_16,Finance,2025-02-22,1,1878,1
user_16,Finance,2025-02-26,2,1545,0
user_16,Finance,2025-02-27,3,1626,1
user_16,Finance,2025-03-03,3,1995,2
user_16,Finance,2025-03-05,2,2019,2
user_16,Finance,2025-03-06,4,1820,4
user_16,Finance,2025-03-07,2,1404,2
user_16,Finance,2025-03-11,5,1025,4
user_16,Finance,2025-03-15,3,2373,3
user_16,Finance,2025-03-16,3,1614,3
user_16,Finance,2025-03-18,3,2356,3
user_16,Finance,2025-03-21,7,672,7
user_16,Finance,2025-03-24,3,1019,0
user_16,Finance,2025-03-25,1,2258,1
user_16,Finance,2025-03-28,2,1801,2
user_17,Finance,2025-02-01,3,1580,2
user_17,Finance,2025-02-28,2,1526,1
user_18,Finance,2025-01-13,4,853,3
user_18,Finance,2025-01-16,2,1786,1
user_18,Finance,2025-01-18,2,933,2
user_18,Finance,2025-01-19,3,1672,3
user_18,Finance,2025-01-23,1,545,1
user_18,Finance,2025-01-25,3,2159,2
user_18,Finance,2025-02-04,4,1817,1
user_18,Finance,2025-02-05,3,1225,3
user_18,Finance,2025-02-06,2,100,2
user_18,Finance,2025-02-09,4,1312,4
user_18,Finance,2025-02-14,1,2283,1
user_18,Finance,2025-02-20,2,1070,1
user_18,Finance,2025-02-25,4,1946,2
user_18,Finance,2025-03-06,6,2414,3
user_18,Finance,2025-03-07,4,1113,2
user_18,Finance,2025-03-08,1,1915,0
user_18,Finance,2025-03-20,3,1095,3
user_18,Finance,2025-03-21,3,1854,2
user_18,Finance,2025-03-27,1,964,1
user_18,Finance,2025-03-28,4,2455,2
user_19,HR,2025-01-12,2,2093,1
user_19,HR,2025-01-13,4,2218,3
user_19,HR,2025-01-24,3,1512,1
user_19,HR,2025-03-04,2,1349,1
user_20,HR,2025-01-04,2,1883,2
user_20,HR,2025-01-16,3,2005,2
user_20,HR,2025-01-28,5,2722,3
user_20,HR,2025-02-05,5,1228,3
user_20,HR,2025-02-07,4,1463,3
user_20,HR,2025-02-09,5,1462,4
user_20,HR,2025-02-20,3,1593,2
user_20,HR,2025-02-23,2,1736,1
user_20,HR,2025-03-01,4,1196,2
user_20,HR,2025-03-19,4,1461,2
user_20,HR,2025-03-20,2,1241,2
user_20,HR,2025-03-21,3,1225,2
user_20,HR,2025-03-25,1,2347,0
user_20,HR,2025-03-28,1,2448,1
user_21,Marketing,2025-01-01,1,681,1
user_21,Marketing,2025-01-05,3,1559,3
user_21,Marketing,2025-01-11,2,2265,2
user_21,Marketing,2025-01-14,3,1832,2
user_21,Marketing,2025-01-17,2,1751,1
user_21,Marketing,2025-01-31,2,1325,2
user_21,Marketing,2025-02-05,3,2184,2
user_21,Marketing,2025-02-16,4,915,2
user_21,Marketing,2025-02-22,2,1673,2
user_21,Marketing,2025-02-23,3,2755,3
user_21,Marketing,2025-02-28,4,1480,4
user_21,Marketing,2025-03-19,1,1524,1
user_21,Marketing,2025-03-25,5,2651,3
user_22,Marketing,2025-02-14,2,1386,2
user_22,Marketing,2025-03-22,4,1669,3
user_23,Finance,2025-01-03,3,2028,1
user_23,Finance,2025-01-12,1,1712,1
user_23,Finance,2025-01-20,3,1519,2
user_23,Finance,2025-02-08,2,1142,2
user_23,Finance,2025-02-09,4,1760,3
user_23,Finance,2025-02-14,1,1446,0
user_23,Finance,2025-02-21,6,1273,5
user_23,Finance,2025-02-25,3,789,1
user_23,Finance,2025-02-28,2,1241,2
user_23,Finance,2025-03-01,2,1170,2
user_23,Finance,2025-03-06,2,667,2
user_23,Finance,2025-03-11,2,1742,1
user_23,Finance,2025-03-12,4,1266,2
user_23,Finance,2025-03-13,7,1003,5
user_23,Finance,2025-03-26,3,992,3
user_23,Finance,2025-03-30,2,1300,0
user_24,Marketing,2025-01-01,6,761,5
user_24,Marketing,2025-01-05,4,1192,3
user_24,Marketing,2025-01-11,3,1145,3
user_24,Marketing,2025-01-15,3,802,2
user_24,Marketing,2025-01-16,2,1795,2
user_24,Marketing,2025-01-18,2,1736,2
user_24,Marketing,2025-01-20,5,1393,4
user_24,Marketing,2025-01-21,3,1130,1
user_24,Marketing,2025-01-25,2,2095,2
user_24,Marketing,2025-02-18,3,1129,2
user_24,Marketing,2025-02-19,3,2145,3
user_24,Marketing,2025-03-05,2,1876,1
user_24,Marketing,2025-03-07,7,906,4
user_24,Marketing,2025-03-08,2,2004,1
user_24,Marketing,2025-03-14,3,1225,2
user_24,Marketing,2025-03-15,4,1815,2
user_24,Marketing,2025-03-23,2,561,2
user_24,Marketing,2025-03-27,6,862,4
user_25,HR,2025-01-01,1,1545,1
user_25,HR,2025-01-03,3,467,2
user_25,HR,2025-01-04,4,1514,3
user_25,HR,2025-01-06,1,1509,1
user_25,HR,2025-01-07,3,1736,3
user_25,HR,2025-01-09,2,1007,2
user_25,HR,2025-01-10,2,1599,2
user_25,HR,2025-01-11,3,1469,2
user_25,HR,2025-01-13,2,1223,2
user_25,HR,2025-01-14,7,1135,5
user_25,HR,2025-01-16,3,2574,2
user_25,HR,2025-01-20,4,1447,3
user_25,HR,2025-01-21,4,1696,3
user_25,HR,2025-01-23,5,1004,2
user_25,HR,2025-01-26,3,1183,3
user_25,HR,2025-01-28,3,1354,2
user_25,HR,2025-01-29,2,1319,2
user_25,HR,2025-01-30,3,1929,2
user_25,HR,2025-02-01,7,1539,5
user_25,HR,2025-02-05,3,749,3
user_25,HR,2025-02-10,4,1110,1
user_25,HR,2025-02-11,3,957,2
user_25,HR,2025-02-12,1,2558,1
user_25,HR,2025-02-13,2,1196,1
user_25,HR,2025-02-15,4,1431,3
user_25,HR,2025-02-17,3,1577,2
user_25,HR,2025-02-24,4,1478,4
user_25,HR,2025-02-26,1,400,0
user_25,HR,2025-02-27,3,2159,1
user_25,HR,2025-03-01,3,1351,3
user_25,HR,2025-03-03,2,1376,2
user_25,HR,2025-03-05,3,1450,2
user_25,HR,2025-03-07,1,1987,0
user_25,HR,2025-03-08,2,1451,1
user_25,HR,2025-03-09,1,946,0
user_25,HR,2025-03-10,5,1946,2
user_25,HR,2025-03-11,5,1372,4
user_25,HR,2025-03-13,3,1555,3
user_25,HR,2025-03-14,3,1186,3
user_25,HR,2025-03-15,4,1923,4
user_25,HR,2025-03-18,3,1573,3
user_25,HR,2025-03-19,5,2494,4
user_25,HR,2025-03-20,5,2640,3
user_25,HR,2025-03-25,2,718,2
user_25,HR,2025-03-27,4,910,4
user_25,HR,2025-03-28,2,100,0
user_25,HR,2025-03-31,5,1795,5
user_26,Operations,2025-01-08,1,876,1
user_26,Operations,2025-01-24,2,2254,2
user_26,Operations,2025-01-26,3,1802,3
user_26,Operations,2025-01-28,2,1907,2
user_26,Operations,2025-02-10,2,2592,1
user_26,Operations,2025-02-17,2,639,1
user_26,Operations,2025-03-02,3,1041,2
user_26,Operations,2025-03-09,2,1029,1
user_26,Operations,2025-03-13,4,1219,2
user_26,Operations,2025-03-16,5,1237,3
user_26,Operations,2025-03-17,2,1516,1
user_26,Operations,2025-03-18,3,1539,2
user_26,Operations,2025-03-19,5,2026,5
user_26,Operations,2025-03-20,2,1156,0
user_26,Operations,2025-03-24,3,783,3
user_26,Operations,2025-03-29,6,1743,4
user_26,Operations,2025-03-30,5,2035,4
user_27,Operations,2025-01-06,4,2062,2
user_27,Operations,2025-01-11,5,2132,5
user_27,Operations,2025-01-21,4,1393,3
user_27,Operations,2025-01-23,3,2089,3
user_27,Operations,2025-01-25,3,1547,1
user_27,Operations,2025-01-30,5,1203,4
user_27,Operations,2025-02-08,6,1269,4
user_27,Operations,2025-02-11,2,1878,1
user_27,Operations,2025-03-12,3,1475,1
user_27,Operations,2025-03-17,2,1744,2
user_27,Operations,2025-03-23,3,2173,2
user_27,Operations,2025-03-28,6,869,4
user_28,Operations,2025-01-15,4,1936,4
user_28,Operations,2025-01-25,5,1016,4
user_28,Operations,2025-02-18,1,1604,0
user_28,Operations,2025-02-27,4,1007,2
user_28,Operations,2025-03-10,3,1062,2
user_28,Operations,2025-03-18,1,2074,1
user_28,Operations,2025-03-21,3,1056,1
user_29,Marketing,2025-01-11,2,889,0
user_29,Marketing,2025-01-17,2,1044,1
user_29,Marketing,2025-01-18,2,2553,0
user_29,Marketing,2025-01-22,4,1740,3
user_29,Marketing,2025-01-28,2,972,0
user_29,Marketing,2025-02-01,2,778,2
user_29,Marketing,2025-02-06,3,1258,3
user_29,Marketing,2025-02-09,3,1833,2
user_29,Marketing,2025-02-16,4,1788,2
user_29,Marketing,2025-02-18,2,1563,1
user_29,Marketing,2025-02-20,2,911,2
user_29,Marketing,2025-02-21,5,483,4
user_29,Marketing,2025-02-22,4,2556,4
user_29,Marketing,2025-02-24,3,1511,3
user_29,Marketing,2025-02-26,6,1778,5
user_29,Marketing,2025-03-01,4,1382,2
user_29,Marketing,2025-03-02,2,1296,1
user_29,Marketing,2025-03-05,3,1630,3
user_29,Marketing,2025-03-07,3,2011,2
user_29,Marketing,2025-03-24,3,1367,1
user_29,Marketing,2025-03-25,2,1300,2
user_29,Marketing,2025-03-26,3,1124,1
user_29,Marketing,2025-03-28,2,478,1
user_29,Marketing,2025-03-29,2,2213,2
user_29,Marketing,2025-03-31,2,1290,1
user_30,Sales,2025-01-01,2,1485,2
user_30,Sales,2025-01-02,6,835,4
user_30,Sales,2025-01-05,2,1525,2
user_30,Sales,2025-01-06,2,2244,1
user_30,Sales,2025-01-08,1,1400,0
user_30,Sales,2025-01-13,3,1059,2
user_30,Sales,2025-01-19,1,1935,1
user_30,Sales,2025-01-21,2,1974,2
user_30,Sales,2025-01-22,4,1232,2
user_30,Sales,2025-01-26,2,1575,1
user_30,Sales,2025-01-27,1,1792,1
user_30,Sales,2025-01-28,2,1806,1
user_30,Sales,2025-02-01,3,1600,2
user_30,Sales,2025-02-04,3,1288,2
user_30,Sales,2025-02-05,2,655,1
user_30,Sales,2025-02-07,3,939,1
user_30,Sales,2025-02-09,2,1051,0
user_30,Sales,2025-02-15,4,1651,2
user_30,Sales,2025-02-18,5,1826,5
user_30,Sales,2025-02-20,2,1941,2
user_30,Sales,2025-02-25,1,1408,0
user_30,Sales,2025-03-01,3,1594,1
user_30,Sales,2025-03-02,4,2011,4
user_30,Sales,2025-03-07,5,1298,5
user_30,Sales,2025-03-10,4,1030,2
user_30,Sales,2025-03-23,4,2059,3
user_30,Sales,2025-03-24,4,1442,3
user_30,Sales,2025-03-25,1,1783,0
user_30,Sales,2025-03-28,2,1413,2
user_30,Sales,2025-03-29,5,819,4
user_31,HR,2025-01-06,2,264,1
